customer_id,adviser_id,rank,weekly_hazard,median_weeks_to_placement,survival_w1,survival_w2,survival_w4,survival_w8,survival_w12,survival_w16,survival_w24
CUS-00088,ADV-0202,1,0.0248,27.6,97.5,95.1,90.5,81.8,74.0,67.0,54.8
CUS-00088,ADV-0127,2,0.0243,28.1,97.6,95.2,90.6,82.1,74.4,67.4,55.4
CUS-00088,ADV-0246,3,0.0243,28.1,97.6,95.2,90.6,82.1,74.4,67.4,55.3
CUS-00089,ADV-0197,1,0.0306,22.3,96.9,94.0,88.3,78.0,68.9,60.8,47.4
CUS-00089,ADV-0169,2,0.0317,21.5,96.8,93.8,87.9,77.3,67.9,59.7,46.1
CUS-00089,ADV-0003,3,0.0315,21.6,96.8,93.8,88.0,77.4,68.1,59.9,46.3
CUS-00090,ADV-0240,1,0.0283,24.1,97.2,94.4,89.1,79.5,70.8,63.1,50.2
CUS-00090,ADV-0155,2,0.0289,23.6,97.1,94.3,88.9,79.1,70.3,62.5,49.4
CUS-00090,ADV-0026,3,0.0281,24.3,97.2,94.5,89.2,79.6,71.0,63.4,50.4
CUS-00091,ADV-0028,1,0.0378,18.0,96.2,92.6,85.7,73.5,63.0,54.0,39.7
CUS-00091,ADV-0094,2,0.0381,17.8,96.2,92.5,85.6,73.3,62.7,53.7,39.4
CUS-00091,ADV-0097,3,0.0374,18.2,96.3,92.7,85.8,73.7,63.3,54.3,40.0
CUS-00092,ADV-0117,1,0.0505,13.4,95.0,90.2,81.3,66.1,53.7,43.6,28.8
CUS-00092,ADV-0032,2,0.0494,13.7,95.1,90.4,81.7,66.7,54.5,44.5,29.7
CUS-00092,ADV-0077,3,0.0488,13.9,95.1,90.5,81.9,67.0,54.9,44.9,30.1
CUS-00093,ADV-0019,1,0.0312,21.8,96.9,93.9,88.1,77.6,68.3,60.2,46.7
CUS-00093,ADV-0225,2,0.031,22.0,96.9,93.9,88.2,77.7,68.5,60.4,47.0
CUS-00093,ADV-0209,3,0.0305,22.4,96.9,94.0,88.3,78.0,69.0,60.9,47.5
CUS-00094,ADV-0062,1,0.0534,12.6,94.7,89.6,80.3,64.4,51.7,41.5,26.8
CUS-00094,ADV-0223,2,0.0518,13.0,94.8,89.9,80.8,65.3,52.8,42.7,27.9
CUS-00094,ADV-0018,3,0.0535,12.6,94.7,89.6,80.3,64.4,51.7,41.5,26.7
CUS-00095,ADV-0140,1,0.0373,18.2,96.3,92.7,85.9,73.8,63.3,54.4,40.1
CUS-00095,ADV-0055,2,0.0372,18.3,96.3,92.7,85.9,73.8,63.4,54.5,40.2
CUS-00095,ADV-0079,3,0.0356,19.1,96.4,93.0,86.5,74.8,64.7,56.0,41.9
CUS-00096,ADV-0038,1,0.0174,39.4,98.3,96.5,93.2,86.9,81.0,75.5,65.6
CUS-00096,ADV-0225,2,0.0182,37.7,98.2,96.4,92.9,86.3,80.2,74.5,64.3
CUS-00096,ADV-0047,3,0.0171,40.2,98.3,96.6,93.3,87.1,81.3,75.9,66.1
CUS-00097,ADV-0064,1,0.0347,19.6,96.5,93.2,86.8,75.4,65.4,56.8,42.8
CUS-00097,ADV-0225,2,0.0356,19.1,96.4,93.0,86.5,74.8,64.7,56.0,41.9
CUS-00097,ADV-0079,3,0.0334,20.4,96.7,93.4,87.3,76.2,66.5,58.1,44.3
CUS-00098,ADV-0063,1,0.024,28.5,97.6,95.3,90.7,82.3,74.7,67.8,55.8
CUS-00098,ADV-0209,2,0.0241,28.5,97.6,95.2,90.7,82.3,74.7,67.7,55.7
CUS-00098,ADV-0166,3,0.0239,28.7,97.6,95.3,90.8,82.4,74.8,68.0,56.0
CUS-00099,ADV-0088,1,0.0607,11.1,93.9,88.2,77.9,60.6,47.2,36.7,22.3
CUS-00099,ADV-0035,2,0.0556,12.1,94.4,89.2,79.5,63.3,50.3,40.0,25.3
CUS-00099,ADV-0165,3,0.0605,11.1,93.9,88.3,77.9,60.7,47.3,36.8,22.3
CUS-00100,ADV-0048,1,0.0372,18.3,96.3,92.7,85.9,73.8,63.5,54.5,40.3
CUS-00100,ADV-0229,2,0.0367,18.5,96.3,92.8,86.1,74.1,63.8,55.0,40.7
CUS-00100,ADV-0002,3,0.0382,17.8,96.2,92.5,85.6,73.2,62.7,53.6,39.3
CUS-00101,ADV-0100,1,0.0331,20.6,96.7,93.5,87.4,76.4,66.7,58.3,44.5
CUS-00101,ADV-0002,2,0.034,20.0,96.6,93.3,87.1,75.8,66.0,57.5,43.5
CUS-00101,ADV-0023,3,0.0337,20.2,96.6,93.4,87.2,76.0,66.3,57.8,43.9
CUS-00102,ADV-0074,1,0.0347,19.7,96.5,93.2,86.8,75.4,65.5,56.9,42.9
CUS-00102,ADV-0082,2,0.0339,20.1,96.6,93.3,87.1,75.9,66.1,57.6,43.7
CUS-00102,ADV-0083,3,0.0341,20.0,96.6,93.3,87.0,75.8,66.0,57.4,43.5
CUS-00103,ADV-0182,1,0.0218,31.5,97.8,95.7,91.6,83.8,76.8,70.3,58.9
CUS-00103,ADV-0147,2,0.0214,32.0,97.9,95.8,91.7,84.1,77.1,70.7,59.5
CUS-00103,ADV-0068,3,0.022,31.2,97.8,95.7,91.5,83.7,76.6,70.1,58.7
CUS-00104,ADV-0048,1,0.0092,75.0,99.1,98.2,96.4,92.9,89.5,86.3,80.1
CUS-00104,ADV-0226,2,0.0092,74.9,99.1,98.2,96.4,92.9,89.5,86.2,80.1
CUS-00104,ADV-0112,3,0.0089,77.6,99.1,98.2,96.5,93.1,89.8,86.7,80.7
CUS-00105,ADV-0059,1,0.0737,9.1,92.6,85.8,73.6,54.2,39.9,29.4,15.9
CUS-00105,ADV-0211,2,0.0758,8.8,92.4,85.4,73.0,53.2,38.8,28.3,15.1
CUS-00105,ADV-0066,3,0.0739,9.0,92.6,85.8,73.6,54.1,39.8,29.3,15.9
CUS-00106,ADV-0087,1,0.0359,19.0,96.4,93.0,86.4,74.6,64.5,55.7,41.6
CUS-00106,ADV-0032,2,0.0348,19.6,96.5,93.2,86.8,75.3,65.3,56.7,42.7
CUS-00106,ADV-0065,3,0.0341,20.0,96.6,93.3,87.1,75.8,66.0,57.4,43.5
CUS-00107,ADV-0096,1,0.0174,39.4,98.3,96.5,93.2,86.9,81.0,75.5,65.6
CUS-00107,ADV-0079,2,0.0165,41.7,98.3,96.7,93.6,87.5,81.9,76.6,67.1
CUS-00107,ADV-0166,3,0.0172,40.0,98.3,96.6,93.3,87.1,81.2,75.8,66.0
CUS-00108,ADV-0140,1,0.0303,22.5,97.0,94.0,88.4,78.2,69.1,61.1,47.8
CUS-00108,ADV-0063,2,0.0303,22.6,97.0,94.0,88.4,78.2,69.2,61.2,47.8
CUS-00108,ADV-0153,3,0.0295,23.2,97.1,94.2,88.7,78.7,69.8,62.0,48.8
CUS-00109,ADV-0239,1,0.0419,16.2,95.8,91.8,84.2,71.0,59.8,50.4,35.8
CUS-00109,ADV-0071,2,0.042,16.1,95.8,91.8,84.2,70.9,59.7,50.3,35.7
CUS-00109,ADV-0226,3,0.0404,16.8,96.0,92.1,84.8,71.9,60.9,51.7,37.1
CUS-00110,ADV-0096,1,0.0234,29.2,97.7,95.4,91.0,82.7,75.2,68.4,56.6
CUS-00110,ADV-0235,2,0.0226,30.3,97.7,95.5,91.3,83.3,76.0,69.4,57.8
CUS-00110,ADV-0033,3,0.022,31.1,97.8,95.6,91.5,83.7,76.5,70.0,58.6
CUS-00111,ADV-0038,1,0.0385,17.6,96.1,92.4,85.5,73.0,62.4,53.3,39.0
CUS-00111,ADV-0140,2,0.0396,17.2,96.0,92.2,85.1,72.4,61.6,52.4,37.9
CUS-00111,ADV-0096,3,0.0399,17.0,96.0,92.2,85.0,72.2,61.4,52.1,37.6
CUS-00112,ADV-0176,1,0.0395,17.2,96.0,92.3,85.1,72.4,61.6,52.5,38.0
CUS-00112,ADV-0086,2,0.0406,16.7,95.9,92.0,84.7,71.8,60.8,51.5,37.0
CUS-00112,ADV-0181,3,0.0392,17.3,96.1,92.3,85.2,72.6,61.9,52.7,38.3
CUS-00113,ADV-0233,1,0.0419,16.2,95.8,91.8,84.3,71.0,59.8,50.4,35.8
CUS-00113,ADV-0114,2,0.0399,17.0,96.0,92.2,85.0,72.2,61.3,52.1,37.6
CUS-00113,ADV-0066,3,0.0409,16.6,95.9,92.0,84.6,71.6,60.6,51.3,36.7
CUS-00114,ADV-0006,1,0.0481,14.1,95.2,90.6,82.1,67.4,55.4,45.5,30.7
CUS-00114,ADV-0202,2,0.047,14.4,95.3,90.8,82.5,68.1,56.1,46.3,31.5
CUS-00114,ADV-0127,3,0.0461,14.7,95.4,91.0,82.8,68.5,56.7,47.0,32.2
CUS-00115,ADV-0009,1,0.016,42.9,98.4,96.8,93.7,87.9,82.4,77.2,67.9
CUS-00115,ADV-0042,2,0.0156,44.2,98.4,96.9,93.9,88.2,82.8,77.8,68.6
CUS-00115,ADV-0104,3,0.0161,42.7,98.4,96.8,93.7,87.8,82.3,77.1,67.7
CUS-00116,ADV-0171,1,0.0413,16.4,95.9,91.9,84.5,71.3,60.3,50.9,36.3
CUS-00116,ADV-0159,2,0.0417,16.3,95.8,91.8,84.3,71.1,60.0,50.6,36.0
CUS-00116,ADV-0042,3,0.0419,16.2,95.8,91.8,84.3,71.0,59.8,50.4,35.8
CUS-00117,ADV-0030,1,0.0418,16.2,95.8,91.8,84.3,71.0,59.9,50.5,35.9
CUS-00117,ADV-0123,2,0.0422,16.1,95.8,91.7,84.2,70.8,59.6,50.2,35.5
CUS-00117,ADV-0061,3,0.0424,16.0,95.8,91.7,84.1,70.7,59.4,50.0,35.3
CUS-00118,ADV-0062,1,0.0445,15.2,95.6,91.3,83.4,69.5,57.9,48.3,33.6
CUS-00118,ADV-0117,2,0.0448,15.1,95.5,91.2,83.3,69.3,57.7,48.0,33.3
CUS-00118,ADV-0114,3,0.0421,16.1,95.8,91.7,84.2,70.9,59.7,50.2,35.6
CUS-00119,ADV-0009,1,0.0359,19.0,96.4,93.0,86.4,74.7,64.5,55.7,41.6
CUS-00119,ADV-0069,2,0.0349,19.5,96.5,93.1,86.7,75.2,65.3,56.6,42.6
CUS-00119,ADV-0187,3,0.0357,19.1,96.4,93.0,86.5,74.8,64.7,55.9,41.8
CUS-00120,ADV-0131,1,0.026,26.3,97.4,94.9,90.0,81.0,72.9,65.6,53.1
CUS-00120,ADV-0042,2,0.0261,26.2,97.4,94.8,89.9,80.9,72.8,65.5,53.0
CUS-00120,ADV-0159,3,0.026,26.3,97.4,94.9,90.0,81.0,72.9,65.6,53.2
CUS-00121,ADV-0055,1,0.0256,26.8,97.4,95.0,90.2,81.3,73.3,66.1,53.7
CUS-00121,ADV-0105,2,0.0242,28.3,97.6,95.2,90.7,82.2,74.6,67.6,55.6
CUS-00121,ADV-0153,3,0.0249,27.5,97.5,95.1,90.4,81.7,73.9,66.8,54.6
CUS-00122,ADV-0092,1,0.0262,26.1,97.4,94.8,89.9,80.9,72.7,65.4,52.9
CUS-00122,ADV-0103,2,0.0256,26.7,97.4,94.9,90.2,81.3,73.3,66.1,53.7
CUS-00122,ADV-0154,3,0.0256,26.7,97.4,94.9,90.2,81.3,73.3,66.1,53.7
CUS-00123,ADV-0171,1,0.018,38.1,98.2,96.4,93.0,86.5,80.4,74.8,64.6
CUS-00123,ADV-0148,2,0.0178,38.6,98.2,96.5,93.1,86.6,80.6,75.0,65.0
CUS-00123,ADV-0008,3,0.0175,39.2,98.2,96.5,93.2,86.8,80.9,75.4,65.4
CUS-00124,ADV-0197,1,0.0402,16.9,96.0,92.1,84.9,72.0,61.1,51.9,37.4
CUS-00124,ADV-0123,2,0.0397,17.1,96.0,92.2,85.1,72.3,61.5,52.3,37.9
CUS-00124,ADV-0176,3,0.0402,16.9,96.0,92.1,84.9,72.0,61.1,51.9,37.4
CUS-00125,ADV-0111,1,0.0194,35.4,98.1,96.2,92.5,85.5,79.1,73.1,62.5
CUS-00125,ADV-0161,2,0.0194,35.4,98.1,96.2,92.5,85.5,79.1,73.1,62.5
CUS-00125,ADV-0045,3,0.0196,35.0,98.0,96.1,92.4,85.3,78.8,72.8,62.2
CUS-00126,ADV-0053,1,0.0482,14.0,95.2,90.6,82.1,67.3,55.3,45.4,30.5
CUS-00126,ADV-0022,2,0.0484,14.0,95.2,90.5,82.0,67.2,55.1,45.2,30.4
CUS-00126,ADV-0097,3,0.0486,13.9,95.1,90.5,81.9,67.1,55.0,45.1,30.3
CUS-00127,ADV-0099,1,0.0489,13.8,95.1,90.5,81.8,67.0,54.8,44.8,30.0
CUS-00127,ADV-0172,2,0.0525,12.9,94.8,89.8,80.6,65.0,52.4,42.2,27.4
CUS-00127,ADV-0142,3,0.0515,13.1,94.8,90.0,80.9,65.5,53.0,42.9,28.1
CUS-00128,ADV-0140,1,0.0214,32.1,97.9,95.8,91.7,84.1,77.2,70.8,59.5
CUS-00128,ADV-0240,2,0.0212,32.4,97.9,95.8,91.8,84.3,77.4,71.0,59.8
CUS-00128,ADV-0026,3,0.021,32.6,97.9,95.8,91.9,84.4,77.5,71.2,60.1
CUS-00129,ADV-0028,1,0.0428,15.9,95.7,91.6,84.0,70.5,59.2,49.7,35.0
CUS-00129,ADV-0044,2,0.0438,15.5,95.6,91.4,83.6,69.9,58.4,48.8,34.1
CUS-00129,ADV-0204,3,0.0435,15.6,95.7,91.5,83.7,70.1,58.7,49.1,34.4
CUS-00130,ADV-0048,1,0.0404,16.8,96.0,92.1,84.8,71.9,61.0,51.7,37.2
CUS-00130,ADV-0222,2,0.0416,16.3,95.8,91.9,84.4,71.2,60.1,50.7,36.1
CUS-00130,ADV-0023,3,0.041,16.5,95.9,92.0,84.6,71.5,60.5,51.1,36.6
CUS-00131,ADV-0219,1,0.0323,21.1,96.8,93.6,87.7,76.9,67.4,59.1,45.5
CUS-00131,ADV-0217,2,0.0317,21.5,96.8,93.8,87.9,77.3,67.9,59.7,46.1
CUS-00131,ADV-0076,3,0.0317,21.5,96.8,93.8,87.9,77.3,67.9,59.7,46.1
CUS-00132,ADV-0018,1,0.0491,13.8,95.1,90.4,81.8,66.8,54.7,44.7,29.9
CUS-00132,ADV-0206,2,0.0479,14.1,95.2,90.6,82.2,67.5,55.5,45.6,30.8
CUS-00132,ADV-0086,3,0.0493,13.7,95.1,90.4,81.7,66.8,54.5,44.6,29.8
CUS-00133,ADV-0169,1,0.031,22.0,96.9,93.9,88.2,77.7,68.5,60.4,47.0
CUS-00133,ADV-0211,2,0.0304,22.4,97.0,94.0,88.4,78.1,69.0,61.0,47.6
CUS-00133,ADV-0181,3,0.0296,23.1,97.0,94.2,88.7,78.6,69.7,61.8,48.6
CUS-00134,ADV-0162,1,0.026,26.3,97.4,94.9,90.0,81.0,72.9,65.6,53.1
CUS-00134,ADV-0229,2,0.0262,26.1,97.4,94.8,89.9,80.9,72.8,65.4,52.9
CUS-00134,ADV-0023,3,0.027,25.4,97.3,94.7,89.6,80.4,72.0,64.6,51.9
CUS-00135,ADV-0204,1,0.0354,19.2,96.5,93.1,86.6,75.0,64.9,56.2,42.1
CUS-00135,ADV-0154,2,0.0344,19.8,96.6,93.2,86.9,75.5,65.7,57.1,43.1
CUS-00135,ADV-0022,3,0.0344,19.8,96.6,93.2,86.9,75.6,65.7,57.1,43.2
CUS-00136,ADV-0091,1,0.0332,20.5,96.7,93.5,87.4,76.3,66.7,58.3,44.5
CUS-00136,ADV-0201,2,0.0336,20.3,96.6,93.4,87.2,76.1,66.3,57.8,44.0
CUS-00136,ADV-0226,3,0.0329,20.7,96.7,93.5,87.5,76.5,66.9,58.5,44.8
CUS-00137,ADV-0060,1,0.0553,12.2,94.5,89.2,79.6,63.4,50.5,40.2,25.5
CUS-00137,ADV-0056,2,0.0528,12.8,94.7,89.7,80.5,64.8,52.2,42.0,27.2
CUS-00137,ADV-0229,3,0.0536,12.6,94.6,89.6,80.2,64.4,51.6,41.4,26.7
CUS-00138,ADV-0069,1,0.0373,18.2,96.3,92.7,85.9,73.8,63.4,54.4,40.2
CUS-00138,ADV-0011,2,0.0367,18.6,96.3,92.8,86.1,74.2,63.9,55.0,40.8
CUS-00138,ADV-0186,3,0.0361,18.8,96.4,92.9,86.3,74.5,64.3,55.5,41.3
CUS-00139,ADV-0087,1,0.0556,12.1,94.4,89.2,79.6,63.3,50.3,40.0,25.3
CUS-00139,ADV-0070,2,0.0551,12.2,94.5,89.3,79.7,63.6,50.7,40.4,25.7
CUS-00139,ADV-0018,3,0.0548,12.3,94.5,89.3,79.8,63.7,50.8,40.6,25.8
CUS-00140,ADV-0060,1,0.0479,14.1,95.2,90.6,82.2,67.5,55.5,45.6,30.8
CUS-00140,ADV-0229,2,0.0464,14.6,95.4,90.9,82.7,68.4,56.5,46.8,32.0
CUS-00140,ADV-0201,3,0.0481,14.1,95.2,90.6,82.1,67.4,55.4,45.5,30.7
CUS-00141,ADV-0171,1,0.0203,33.8,98.0,96.0,92.1,84.9,78.2,72.0,61.1
CUS-00141,ADV-0174,2,0.0206,33.4,97.9,95.9,92.0,84.7,77.9,71.7,60.7
CUS-00141,ADV-0217,3,0.0205,33.5,98.0,95.9,92.0,84.7,78.0,71.8,60.8
CUS-00142,ADV-0092,1,0.0491,13.8,95.1,90.4,81.8,66.9,54.7,44.7,29.9
CUS-00142,ADV-0044,2,0.0497,13.6,95.0,90.3,81.6,66.5,54.3,44.3,29.5
CUS-00142,ADV-0073,3,0.0493,13.7,95.1,90.4,81.7,66.7,54.5,44.6,29.7
CUS-00143,ADV-0006,1,0.0453,14.9,95.5,91.1,83.1,69.0,57.3,47.6,32.8
CUS-00143,ADV-0146,2,0.0459,14.7,95.4,91.0,82.9,68.7,56.9,47.1,32.4
CUS-00143,ADV-0090,3,0.0445,15.2,95.5,91.3,83.3,69.5,57.9,48.2,33.5
CUS-00144,ADV-0006,1,0.062,10.8,93.8,88.0,77.4,60.0,46.4,35.9,21.5
CUS-00144,ADV-0176,2,0.0597,11.3,94.0,88.4,78.2,61.1,47.8,37.4,22.8
CUS-00144,ADV-0018,3,0.0611,11.0,93.9,88.2,77.7,60.4,46.9,36.5,22.0
CUS-00145,ADV-0092,1,0.0477,14.2,95.2,90.7,82.2,67.6,55.6,45.7,30.9
CUS-00145,ADV-0094,2,0.0475,14.2,95.2,90.7,82.3,67.7,55.8,45.9,31.1
CUS-00145,ADV-0103,3,0.0466,14.5,95.3,90.9,82.6,68.2,56.4,46.6,31.8
CUS-00146,ADV-0182,1,0.0622,10.8,93.8,88.0,77.4,59.8,46.3,35.8,21.4
CUS-00146,ADV-0232,2,0.0587,11.5,94.1,88.6,78.5,61.6,48.4,38.0,23.4
CUS-00146,ADV-0130,3,0.0622,10.8,93.8,88.0,77.4,59.8,46.3,35.8,21.4
CUS-00147,ADV-0087,1,0.0266,25.7,97.3,94.7,89.8,80.6,72.3,64.9,52.3
CUS-00147,ADV-0205,2,0.0249,27.5,97.5,95.1,90.4,81.7,73.9,66.8,54.6
CUS-00147,ADV-0202,3,0.026,26.3,97.4,94.9,90.0,81.0,72.9,65.6,53.1
CUS-00148,ADV-0163,1,0.0203,33.8,98.0,96.0,92.1,84.9,78.2,72.0,61.2
CUS-00148,ADV-0139,2,0.0193,35.6,98.1,96.2,92.5,85.6,79.2,73.3,62.7
CUS-00148,ADV-0016,3,0.0187,36.6,98.1,96.3,92.7,86.0,79.7,73.9,63.5
CUS-00149,ADV-0009,1,0.0317,21.5,96.8,93.8,87.9,77.3,67.9,59.7,46.1
CUS-00149,ADV-0008,2,0.0296,23.1,97.0,94.2,88.7,78.6,69.7,61.8,48.6
CUS-00149,ADV-0171,3,0.0304,22.4,97.0,94.0,88.4,78.1,69.0,61.0,47.6
CUS-00150,ADV-0159,1,0.037,18.4,96.3,92.7,86.0,74.0,63.6,54.7,40.5
CUS-00150,ADV-0083,2,0.0367,18.5,96.3,92.8,86.1,74.1,63.8,54.9,40.7
CUS-00150,ADV-0179,3,0.0369,18.4,96.3,92.8,86.0,74.0,63.7,54.8,40.6
CUS-00151,ADV-0032,1,0.0369,18.5,96.3,92.8,86.0,74.0,63.7,54.8,40.6
CUS-00151,ADV-0043,2,0.0378,18.0,96.2,92.6,85.7,73.5,63.0,54.0,39.7
CUS-00151,ADV-0135,3,0.0361,18.8,96.4,92.9,86.3,74.5,64.3,55.5,41.4
CUS-00152,ADV-0072,1,0.0548,12.3,94.5,89.3,79.8,63.7,50.8,40.6,25.8
CUS-00152,ADV-0123,2,0.0518,13.0,94.8,89.9,80.8,65.3,52.8,42.7,27.9
CUS-00152,ADV-0224,3,0.0534,12.6,94.7,89.6,80.3,64.4,51.7,41.5,26.8
CUS-00153,ADV-0019,1,0.0386,17.6,96.1,92.4,85.4,73.0,62.3,53.3,38.9
CUS-00153,ADV-0140,2,0.0377,18.0,96.2,92.6,85.8,73.5,63.1,54.1,39.8
CUS-00153,ADV-0047,3,0.0359,18.9,96.4,92.9,86.4,74.6,64.5,55.7,41.6
CUS-00154,ADV-0222,1,0.0255,26.8,97.5,95.0,90.2,81.3,73.4,66.2,53.8
CUS-00154,ADV-0203,2,0.0253,27.1,97.5,95.0,90.3,81.5,73.5,66.4,54.1
CUS-00154,ADV-0056,3,0.024,28.5,97.6,95.3,90.7,82.3,74.7,67.8,55.8
CUS-00155,ADV-0240,1,0.0335,20.3,96.6,93.4,87.3,76.1,66.4,58.0,44.1
CUS-00155,ADV-0209,2,0.0338,20.1,96.6,93.3,87.1,75.9,66.2,57.6,43.8
CUS-00155,ADV-0183,3,0.0339,20.1,96.6,93.3,87.1,75.9,66.1,57.6,43.7
CUS-00156,ADV-0062,1,0.0258,26.5,97.4,94.9,90.1,81.1,73.0,65.8,53.3
CUS-00156,ADV-0072,2,0.0264,25.9,97.4,94.8,89.9,80.7,72.5,65.2,52.6
CUS-00156,ADV-0202,3,0.0256,26.7,97.4,94.9,90.1,81.2,73.2,66.0,53.6
CUS-00157,ADV-0076,1,0.0328,20.8,96.7,93.5,87.5,76.6,67.0,58.6,44.9
CUS-00157,ADV-0138,2,0.0337,20.2,96.6,93.4,87.2,76.0,66.3,57.8,43.9
CUS-00157,ADV-0099,3,0.0316,21.6,96.8,93.8,87.9,77.4,68.0,59.8,46.3
CUS-00158,ADV-0069,1,0.0299,22.9,97.0,94.1,88.6,78.5,69.5,61.6,48.3
CUS-00158,ADV-0196,2,0.0301,22.7,97.0,94.1,88.5,78.3,69.3,61.3,48.0
CUS-00158,ADV-0219,3,0.0302,22.6,97.0,94.0,88.4,78.2,69.2,61.2,47.9
CUS-00159,ADV-0160,1,0.0502,13.5,95.0,90.2,81.4,66.3,53.9,43.9,29.1
CUS-00159,ADV-0123,2,0.0481,14.0,95.2,90.6,82.1,67.4,55.3,45.4,30.6
CUS-00159,ADV-0039,3,0.0495,13.7,95.1,90.3,81.6,66.6,54.4,44.4,29.6
CUS-00160,ADV-0131,1,0.0495,13.6,95.0,90.3,81.6,66.6,54.3,44.3,29.5
CUS-00160,ADV-0099,2,0.0477,14.2,95.2,90.7,82.2,67.6,55.6,45.8,31.0
CUS-00160,ADV-0074,3,0.0499,13.5,95.0,90.3,81.5,66.4,54.1,44.1,29.2
CUS-00161,ADV-0048,1,0.03,22.7,97.0,94.1,88.5,78.4,69.4,61.4,48.1
CUS-00161,ADV-0203,2,0.0307,22.2,96.9,93.9,88.3,77.9,68.8,60.7,47.3
CUS-00161,ADV-0170,3,0.0299,22.9,97.0,94.1,88.6,78.5,69.5,61.6,48.3
CUS-00162,ADV-0039,1,0.0547,12.3,94.5,89.4,79.9,63.8,50.9,40.7,25.9
CUS-00162,ADV-0224,2,0.0549,12.3,94.5,89.3,79.8,63.7,50.8,40.5,25.8
CUS-00162,ADV-0232,3,0.0524,12.9,94.8,89.8,80.6,65.0,52.4,42.2,27.5
CUS-00163,ADV-0038,1,0.0362,18.8,96.4,92.9,86.3,74.4,64.2,55.4,41.2
CUS-00163,ADV-0105,2,0.0351,19.4,96.5,93.1,86.7,75.1,65.1,56.4,42.4
CUS-00163,ADV-0098,3,0.0371,18.3,96.3,92.7,86.0,73.9,63.5,54.6,40.3
CUS-00164,ADV-0131,1,0.0208,33.0,97.9,95.9,91.9,84.5,77.7,71.4,60.4
CUS-00164,ADV-0171,2,0.0206,33.3,97.9,95.9,92.0,84.7,77.9,71.7,60.7
CUS-00164,ADV-0069,3,0.0209,32.8,97.9,95.9,91.9,84.4,77.6,71.3,60.2
CUS-00165,ADV-0002,1,0.0462,14.7,95.4,91.0,82.8,68.5,56.7,46.9,32.1
CUS-00165,ADV-0023,2,0.0458,14.8,95.4,91.1,82.9,68.8,57.0,47.3,32.5
CUS-00165,ADV-0201,3,0.046,14.7,95.4,91.0,82.8,68.6,56.8,47.1,32.3
CUS-00166,ADV-0146,1,0.0593,11.3,94.1,88.5,78.3,61.3,48.0,37.6,23.0
CUS-00166,ADV-0077,2,0.0562,12.0,94.4,89.1,79.3,63.0,50.0,39.6,25.0
CUS-00166,ADV-0202,3,0.0573,11.8,94.3,88.9,79.0,62.4,49.3,38.9,24.3
CUS-00167,ADV-0140,1,0.0175,39.3,98.3,96.5,93.2,86.8,80.9,75.4,65.5
CUS-00167,ADV-0096,2,0.0176,39.0,98.2,96.5,93.1,86.8,80.8,75.3,65.3
CUS-00167,ADV-0244,3,0.0164,41.9,98.4,96.7,93.6,87.6,82.0,76.8,67.2
CUS-00168,ADV-0087,1,0.0479,14.1,95.2,90.7,82.2,67.5,55.5,45.6,30.8
CUS-00168,ADV-0197,2,0.0462,14.7,95.4,91.0,82.8,68.5,56.7,46.9,32.2
CUS-00168,ADV-0061,3,0.0458,14.8,95.4,91.0,82.9,68.7,57.0,47.2,32.4
CUS-00169,ADV-0171,1,0.0197,34.9,98.0,96.1,92.4,85.3,78.8,72.8,62.1
CUS-00169,ADV-0069,2,0.02,34.4,98.0,96.0,92.3,85.1,78.5,72.4,61.6
CUS-00169,ADV-0083,3,0.0197,34.9,98.0,96.1,92.4,85.3,78.8,72.8,62.1
CUS-00170,ADV-0073,1,0.0735,9.1,92.7,85.8,73.7,54.3,40.0,29.5,16.0
CUS-00170,ADV-0168,2,0.0729,9.2,92.7,86.0,73.9,54.6,40.3,29.8,16.3
CUS-00170,ADV-0154,3,0.0715,9.3,92.8,86.2,74.3,55.2,41.1,30.5,16.9
CUS-00171,ADV-0069,1,0.0393,17.3,96.1,92.3,85.2,72.6,61.8,52.7,38.2
CUS-00171,ADV-0186,2,0.0381,17.9,96.2,92.5,85.6,73.3,62.8,53.7,39.4
CUS-00171,ADV-0159,3,0.039,17.4,96.1,92.4,85.3,72.7,62.0,52.9,38.5
CUS-00172,ADV-0019,1,0.0223,30.7,97.8,95.6,91.4,83.5,76.2,69.7,58.1
CUS-00172,ADV-0111,2,0.0206,33.3,97.9,95.9,92.0,84.7,77.9,71.7,60.7
CUS-00172,ADV-0079,3,0.0208,33.0,97.9,95.9,91.9,84.5,77.7,71.4,60.4
CUS-00173,ADV-0019,1,0.0243,28.2,97.6,95.2,90.6,82.1,74.4,67.5,55.4
CUS-00173,ADV-0140,2,0.0237,28.9,97.6,95.3,90.8,82.5,75.0,68.1,56.2
CUS-00173,ADV-0055,3,0.0237,28.9,97.6,95.3,90.9,82.6,75.0,68.2,56.3
CUS-00174,ADV-0223,1,0.052,13.0,94.8,89.9,80.8,65.3,52.7,42.6,27.8
CUS-00174,ADV-0205,2,0.0509,13.3,94.9,90.1,81.1,65.8,53.4,43.4,28.5
CUS-00174,ADV-0077,3,0.0521,12.9,94.8,89.8,80.7,65.2,52.6,42.5,27.7
CUS-00175,ADV-0225,1,0.0333,20.5,96.7,93.4,87.3,76.3,66.6,58.2,44.4
CUS-00175,ADV-0055,2,0.0327,20.9,96.7,93.6,87.6,76.7,67.1,58.8,45.0
