adviser_id,tier,sector,barrier,success_rate,sample_size
ADV-0005,mid,Cleaning / facilities,Digital skills,0.703,9
ADV-0005,mid,Cleaning / facilities,English language,0.609,31
ADV-0005,mid,Cleaning / facilities,Housing instability,0.645,31
ADV-0005,mid,Cleaning / facilities,Criminal record,0.667,15
ADV-0005,mid,Cleaning / facilities,Confidence,0.646,21
ADV-0005,mid,Cleaning / facilities,Caring responsibilities,0.659,24
ADV-0005,mid,Admin / office,Transport cost,0.712,14
ADV-0005,mid,Admin / office,Childcare cost,0.655,15
ADV-0005,mid,Admin / office,Mental health,0.606,27
ADV-0005,mid,Admin / office,Physical health,0.632,27
ADV-0005,mid,Admin / office,Digital skills,0.664,19
ADV-0005,mid,Admin / office,English language,0.671,6
ADV-0005,mid,Admin / office,Housing instability,0.637,23
ADV-0005,mid,Admin / office,Criminal record,0.681,24
ADV-0005,mid,Admin / office,Confidence,0.624,23
ADV-0005,mid,Admin / office,Caring responsibilities,0.668,24
ADV-0005,mid,Manufacturing,Transport cost,0.642,12
ADV-0005,mid,Manufacturing,Childcare cost,0.689,25
ADV-0005,mid,Manufacturing,Mental health,0.597,15
ADV-0005,mid,Manufacturing,Physical health,0.688,11
ADV-0005,mid,Manufacturing,Digital skills,0.666,15
ADV-0005,mid,Manufacturing,English language,0.707,44
ADV-0005,mid,Manufacturing,Housing instability,0.666,22
ADV-0005,mid,Manufacturing,Criminal record,0.619,8
ADV-0005,mid,Manufacturing,Confidence,0.663,17
ADV-0005,mid,Manufacturing,Caring responsibilities,0.668,22
ADV-0005,mid,Security,Transport cost,0.653,11
ADV-0005,mid,Security,Childcare cost,0.717,38
ADV-0005,mid,Security,Mental health,0.698,9
ADV-0005,mid,Security,Physical health,0.696,8
ADV-0005,mid,Security,Digital skills,0.603,13
ADV-0005,mid,Security,English language,0.716,38
ADV-0005,mid,Security,Housing instability,0.678,35
ADV-0005,mid,Security,Criminal record,0.63,33
ADV-0005,mid,Security,Confidence,0.633,20
ADV-0005,mid,Security,Caring responsibilities,0.65,6
ADV-0005,mid,Other,Transport cost,0.634,31
ADV-0005,mid,Other,Childcare cost,0.715,25
ADV-0005,mid,Other,Mental health,0.607,16
ADV-0005,mid,Other,Physical health,0.67,36
ADV-0005,mid,Other,Digital skills,0.613,14
ADV-0005,mid,Other,English language,0.667,25
ADV-0005,mid,Other,Housing instability,0.66,37
ADV-0005,mid,Other,Criminal record,0.607,40
ADV-0005,mid,Other,Confidence,0.727,9
ADV-0005,mid,Other,Caring responsibilities,0.649,27
ADV-0006,veteran,Warehouse / logistics,Transport cost,0.95,58
ADV-0006,veteran,Warehouse / logistics,Childcare cost,0.95,64
ADV-0006,veteran,Warehouse / logistics,Mental health,0.95,23
ADV-0006,veteran,Warehouse / logistics,Physical health,0.95,34
ADV-0006,veteran,Warehouse / logistics,Digital skills,0.95,68
ADV-0006,veteran,Warehouse / logistics,English language,0.95,68
ADV-0006,veteran,Warehouse / logistics,Housing instability,0.95,184
ADV-0006,veteran,Warehouse / logistics,Criminal record,0.95,149
ADV-0006,veteran,Warehouse / logistics,Confidence,0.95,45
ADV-0006,veteran,Warehouse / logistics,Caring responsibilities,0.95,58
ADV-0006,veteran,Retail,Transport cost,0.95,67
ADV-0006,veteran,Retail,Childcare cost,0.95,58
ADV-0006,veteran,Retail,Mental health,0.95,85
ADV-0006,veteran,Retail,Physical health,0.95,82
ADV-0006,veteran,Retail,Digital skills,0.95,125
ADV-0006,veteran,Retail,English language,0.95,59
ADV-0006,veteran,Retail,Housing instability,0.95,55
ADV-0006,veteran,Retail,Criminal record,0.95,36
ADV-0006,veteran,Retail,Confidence,0.95,137
ADV-0006,veteran,Retail,Caring responsibilities,0.95,101
ADV-0006,veteran,Hospitality,Transport cost,0.95,84
ADV-0006,veteran,Hospitality,Childcare cost,0.95,111
ADV-0006,veteran,Hospitality,Mental health,0.95,29
ADV-0006,veteran,Hospitality,Physical health,0.95,15
ADV-0006,veteran,Hospitality,Digital skills,0.95,56
ADV-0006,veteran,Hospitality,English language,0.95,56
ADV-0006,veteran,Hospitality,Housing instability,0.95,70
ADV-0006,veteran,Hospitality,Criminal record,0.95,67
ADV-0006,veteran,Hospitality,Confidence,0.95,59
ADV-0006,veteran,Hospitality,Caring responsibilities,0.95,80
ADV-0006,veteran,Construction,Transport cost,0.95,29
ADV-0006,veteran,Construction,Childcare cost,0.95,50
ADV-0006,veteran,Construction,Mental health,0.95,130
ADV-0006,veteran,Construction,Physical health,0.95,121
ADV-0006,veteran,Construction,Digital skills,0.95,60
ADV-0006,veteran,Construction,English language,0.95,163
ADV-0006,veteran,Construction,Housing instability,0.95,114
ADV-0006,veteran,Construction,Criminal record,0.95,49
ADV-0006,veteran,Construction,Confidence,0.95,82
ADV-0006,veteran,Construction,Caring responsibilities,0.95,134
ADV-0006,veteran,Care / health,Transport cost,0.95,69
ADV-0006,veteran,Care / health,Childcare cost,0.95,31
ADV-0006,veteran,Care / health,Mental health,0.95,104
ADV-0006,veteran,Care / health,Physical health,0.95,146
ADV-0006,veteran,Care / health,Digital skills,0.95,89
ADV-0006,veteran,Care / health,English language,0.95,76
ADV-0006,veteran,Care / health,Housing instability,0.95,68
ADV-0006,veteran,Care / health,Criminal record,0.95,71
ADV-0006,veteran,Care / health,Confidence,0.95,113
ADV-0006,veteran,Care / health,Caring responsibilities,0.95,38
ADV-0006,veteran,Driving,Transport cost,0.95,100
ADV-0006,veteran,Driving,Childcare cost,0.95,44
ADV-0006,veteran,Driving,Mental health,0.95,102
ADV-0006,veteran,Driving,Physical health,0.95,136
ADV-0006,veteran,Driving,Digital skills,0.95,48
ADV-0006,veteran,Driving,English language,0.95,111
ADV-0006,veteran,Driving,Housing instability,0.95,186
ADV-0006,veteran,Driving,Criminal record,0.95,95
ADV-0006,veteran,Driving,Confidence,0.95,97
ADV-0006,veteran,Driving,Caring responsibilities,0.95,73
ADV-0006,veteran,Cleaning / facilities,Transport cost,0.95,58
ADV-0006,veteran,Cleaning / facilities,Childcare cost,0.95,14
ADV-0006,veteran,Cleaning / facilities,Mental health,0.95,52
ADV-0006,veteran,Cleaning / facilities,Physical health,0.95,57
ADV-0006,veteran,Cleaning / facilities,Digital skills,0.95,16
ADV-0006,veteran,Cleaning / facilities,English language,0.95,26
ADV-0006,veteran,Cleaning / facilities,Housing instability,0.95,65
ADV-0006,veteran,Cleaning / facilities,Criminal record,0.95,185
ADV-0006,veteran,Cleaning / facilities,Confidence,0.95,113
ADV-0006,veteran,Cleaning / facilities,Caring responsibilities,0.95,164
ADV-0006,veteran,Admin / office,Transport cost,0.95,33
ADV-0006,veteran,Admin / office,Childcare cost,0.95,127
ADV-0006,veteran,Admin / office,Mental health,0.95,109
ADV-0006,veteran,Admin / office,Physical health,0.95,56
ADV-0006,veteran,Admin / office,Digital skills,0.95,79
ADV-0006,veteran,Admin / office,English language,0.95,99
ADV-0006,veteran,Admin / office,Housing instability,0.95,110
ADV-0006,veteran,Admin / office,Criminal record,0.95,142
ADV-0006,veteran,Admin / office,Confidence,0.95,155
ADV-0006,veteran,Admin / office,Caring responsibilities,0.95,92
ADV-0006,veteran,Manufacturing,Transport cost,0.95,141
ADV-0006,veteran,Manufacturing,Childcare cost,0.95,103
ADV-0006,veteran,Manufacturing,Mental health,0.95,50
ADV-0006,veteran,Manufacturing,Physical health,0.95,137
ADV-0006,veteran,Manufacturing,Digital skills,0.95,70
ADV-0006,veteran,Manufacturing,English language,0.95,74
ADV-0006,veteran,Manufacturing,Housing instability,0.95,93
ADV-0006,veteran,Manufacturing,Criminal record,0.95,114
ADV-0006,veteran,Manufacturing,Confidence,0.95,95
ADV-0006,veteran,Manufacturing,Caring responsibilities,0.95,62
ADV-0006,veteran,Security,Transport cost,0.95,14
ADV-0006,veteran,Security,Childcare cost,0.95,85
ADV-0006,veteran,Security,Mental health,0.95,66
ADV-0006,veteran,Security,Physical health,0.95,117
ADV-0006,veteran,Security,Digital skills,0.95,96
ADV-0006,veteran,Security,English language,0.95,73
ADV-0006,veteran,Security,Housing instability,0.95,184
ADV-0006,veteran,Security,Criminal record,0.95,141
ADV-0006,veteran,Security,Confidence,0.95,164
ADV-0006,veteran,Security,Caring responsibilities,0.95,154
ADV-0006,veteran,Other,Transport cost,0.95,54
ADV-0006,veteran,Other,Childcare cost,0.95,133
ADV-0006,veteran,Other,Mental health,0.95,113
ADV-0006,veteran,Other,Physical health,0.95,119
ADV-0006,veteran,Other,Digital skills,0.95,88
ADV-0006,veteran,Other,English language,0.95,89
ADV-0006,veteran,Other,Housing instability,0.95,27
ADV-0006,veteran,Other,Criminal record,0.95,158
ADV-0006,veteran,Other,Confidence,0.95,49
ADV-0006,veteran,Other,Caring responsibilities,0.95,126
ADV-0007,early,Warehouse / logistics,Transport cost,0.524,24
ADV-0007,early,Warehouse / logistics,Childcare cost,0.593,36
ADV-0007,early,Warehouse / logistics,Mental health,0.548,23
ADV-0007,early,Warehouse / logistics,Physical health,0.583,7
ADV-0007,early,Warehouse / logistics,Digital skills,0.578,16
ADV-0007,early,Warehouse / logistics,English language,0.622,22
ADV-0007,early,Warehouse / logistics,Housing instability,0.533,26
ADV-0007,early,Warehouse / logistics,Criminal record,0.62,14
ADV-0007,early,Warehouse / logistics,Confidence,0.52,6
ADV-0007,early,Warehouse / logistics,Caring responsibilities,0.609,24
ADV-0007,early,Retail,Transport cost,0.56,16
ADV-0007,early,Retail,Childcare cost,0.619,12
ADV-0007,early,Retail,Mental health,0.59,18
ADV-0007,early,Retail,Physical health,0.625,19
ADV-0007,early,Retail,Digital skills,0.625,9
ADV-0007,early,Retail,English language,0.62,13
ADV-0007,early,Retail,Housing instability,0.551,16
ADV-0007,early,Retail,Criminal record,0.519,29
ADV-0007,early,Retail,Confidence,0.537,4
ADV-0007,early,Retail,Caring responsibilities,0.597,15
ADV-0007,early,Hospitality,Transport cost,0.519,10
ADV-0007,early,Hospitality,Childcare cost,0.594,15
ADV-0007,early,Hospitality,Mental health,0.552,15
ADV-0007,early,Hospitality,Physical health,0.542,23
ADV-0007,early,Hospitality,Digital skills,0.522,17
ADV-0007,early,Hospitality,English language,0.651,31
ADV-0007,early,Hospitality,Housing instability,0.654,16
ADV-0007,early,Hospitality,Criminal record,0.654,12
ADV-0007,early,Hospitality,Confidence,0.62,24
ADV-0007,early,Hospitality,Caring responsibilities,0.571,5
ADV-0007,early,Construction,Transport cost,0.523,20
ADV-0007,early,Construction,Childcare cost,0.64,25
ADV-0007,early,Construction,Mental health,0.627,23
ADV-0007,early,Construction,Physical health,0.567,18
ADV-0007,early,Construction,Digital skills,0.599,22
ADV-0007,early,Construction,English language,0.658,5
ADV-0007,early,Construction,Housing instability,0.576,21
ADV-0007,early,Construction,Criminal record,0.557,13
ADV-0007,early,Construction,Confidence,0.585,17
ADV-0007,early,Construction,Caring responsibilities,0.648,12
ADV-0007,early,Care / health,Transport cost,0.631,12
ADV-0007,early,Care / health,Childcare cost,0.612,31
ADV-0007,early,Care / health,Mental health,0.545,23
ADV-0007,early,Care / health,Physical health,0.578,25
ADV-0007,early,Care / health,Digital skills,0.6,18
ADV-0007,early,Care / health,English language,0.574,16
ADV-0007,early,Care / health,Housing instability,0.576,29
ADV-0007,early,Care / health,Criminal record,0.653,9
ADV-0007,early,Care / health,Confidence,0.635,16
ADV-0007,early,Care / health,Caring responsibilities,0.587,7
ADV-0007,early,Driving,Transport cost,0.531,10
ADV-0007,early,Driving,Childcare cost,0.518,25
ADV-0007,early,Driving,Mental health,0.635,24
ADV-0007,early,Driving,Physical health,0.584,16
ADV-0007,early,Driving,Digital skills,0.562,14
ADV-0007,early,Driving,English language,0.64,2
ADV-0007,early,Driving,Housing instability,0.543,16
ADV-0007,early,Driving,Criminal record,0.53,24
ADV-0007,early,Driving,Confidence,0.566,23
ADV-0007,early,Driving,Caring responsibilities,0.536,25
ADV-0007,early,Cleaning / facilities,Transport cost,0.629,25
ADV-0007,early,Cleaning / facilities,Childcare cost,0.522,24
ADV-0007,early,Cleaning / facilities,Mental health,0.593,14
ADV-0007,early,Cleaning / facilities,Physical health,0.54,13
ADV-0007,early,Cleaning / facilities,Digital skills,0.54,14
ADV-0007,early,Cleaning / facilities,English language,0.577,22
ADV-0007,early,Cleaning / facilities,Housing instability,0.636,24
ADV-0007,early,Cleaning / facilities,Criminal record,0.562,8
ADV-0007,early,Cleaning / facilities,Confidence,0.532,23
ADV-0007,early,Cleaning / facilities,Caring responsibilities,0.574,17
ADV-0007,early,Admin / office,Transport cost,0.523,23
ADV-0007,early,Admin / office,Childcare cost,0.657,21
ADV-0007,early,Admin / office,Mental health,0.644,36
ADV-0007,early,Admin / office,Physical health,0.548,21
ADV-0007,early,Admin / office,Digital skills,0.561,20
ADV-0007,early,Admin / office,English language,0.608,31
ADV-0007,early,Admin / office,Housing instability,0.54,12
ADV-0007,early,Admin / office,Criminal record,0.519,28
ADV-0007,early,Admin / office,Confidence,0.566,10
ADV-0007,early,Admin / office,Caring responsibilities,0.565,9
ADV-0007,early,Manufacturing,Transport cost,0.563,14
ADV-0007,early,Manufacturing,Childcare cost,0.522,25
ADV-0007,early,Manufacturing,Mental health,0.576,20
ADV-0007,early,Manufacturing,Physical health,0.65,33
ADV-0007,early,Manufacturing,Digital skills,0.603,9
ADV-0007,early,Manufacturing,English language,0.637,8
ADV-0007,early,Manufacturing,Housing instability,0.606,22
ADV-0007,early,Manufacturing,Criminal record,0.529,22
ADV-0007,early,Manufacturing,Confidence,0.655,21
ADV-0007,early,Manufacturing,Caring responsibilities,0.522,8
ADV-0007,early,Security,Transport cost,0.576,16
ADV-0007,early,Security,Childcare cost,0.526,28
ADV-0007,early,Security,Mental health,0.588,31
ADV-0007,early,Security,Physical health,0.59,16
ADV-0007,early,Security,Digital skills,0.646,11
ADV-0007,early,Security,English language,0.522,8
ADV-0007,early,Security,Housing instability,0.562,17
ADV-0007,early,Security,Criminal record,0.646,9
ADV-0007,early,Security,Confidence,0.547,12
ADV-0007,early,Security,Caring responsibilities,0.627,24
ADV-0007,early,Other,Transport cost,0.566,11
ADV-0007,early,Other,Childcare cost,0.655,16
ADV-0007,early,Other,Mental health,0.536,31
ADV-0007,early,Other,Physical health,0.656,25
ADV-0007,early,Other,Digital skills,0.524,9
ADV-0007,early,Other,English language,0.613,18
ADV-0007,early,Other,Housing instability,0.608,1
ADV-0007,early,Other,Criminal record,0.641,32
ADV-0007,early,Other,Confidence,0.544,14
ADV-0007,early,Other,Caring responsibilities,0.608,12
ADV-0008,mid,Warehouse / logistics,Transport cost,0.725,23
ADV-0008,mid,Warehouse / logistics,Childcare cost,0.633,48
ADV-0008,mid,Warehouse / logistics,Mental health,0.774,20
ADV-0008,mid,Warehouse / logistics,Physical health,0.651,30
ADV-0008,mid,Warehouse / logistics,Digital skills,0.727,52
ADV-0008,mid,Warehouse / logistics,English language,0.677,22
ADV-0008,mid,Warehouse / logistics,Housing instability,0.654,20
ADV-0008,mid,Warehouse / logistics,Criminal record,0.657,37
ADV-0008,mid,Warehouse / logistics,Confidence,0.682,21
ADV-0008,mid,Warehouse / logistics,Caring responsibilities,0.623,13
ADV-0008,mid,Retail,Transport cost,0.638,16
ADV-0008,mid,Retail,Childcare cost,0.653,49
ADV-0008,mid,Retail,Mental health,0.779,31
ADV-0008,mid,Retail,Physical health,0.663,23
ADV-0008,mid,Retail,Digital skills,0.675,7
ADV-0008,mid,Retail,English language,0.692,20
ADV-0008,mid,Retail,Housing instability,0.679,13
ADV-0008,mid,Retail,Criminal record,0.697,40
ADV-0008,mid,Retail,Confidence,0.619,41
ADV-0008,mid,Retail,Caring responsibilities,0.632,17
ADV-0008,mid,Hospitality,Transport cost,0.692,23
ADV-0008,mid,Hospitality,Childcare cost,0.632,12
ADV-0008,mid,Hospitality,Mental health,0.782,18
ADV-0008,mid,Hospitality,Physical health,0.622,17
ADV-0008,mid,Hospitality,Digital skills,0.682,18
ADV-0008,mid,Hospitality,English language,0.711,32
ADV-0008,mid,Hospitality,Housing instability,0.661,11
ADV-0008,mid,Hospitality,Criminal record,0.708,18
ADV-0008,mid,Hospitality,Confidence,0.701,36
ADV-0008,mid,Hospitality,Caring responsibilities,0.606,14
ADV-0008,mid,Construction,Transport cost,0.643,43
ADV-0008,mid,Construction,Childcare cost,0.641,19
ADV-0008,mid,Construction,Mental health,0.723,32
ADV-0008,mid,Construction,Physical health,0.686,15
ADV-0008,mid,Construction,Digital skills,0.678,7
ADV-0008,mid,Construction,English language,0.608,9
ADV-0008,mid,Construction,Housing instability,0.721,16
ADV-0008,mid,Construction,Criminal record,0.669,33
ADV-0008,mid,Construction,Confidence,0.69,34
ADV-0008,mid,Construction,Caring responsibilities,0.676,41
ADV-0008,mid,Care / health,Transport cost,0.705,13
ADV-0008,mid,Care / health,Childcare cost,0.634,14
ADV-0008,mid,Care / health,Mental health,0.785,26
ADV-0008,mid,Care / health,Physical health,0.732,29
ADV-0008,mid,Care / health,Digital skills,0.72,37
ADV-0008,mid,Care / health,English language,0.624,14
ADV-0008,mid,Care / health,Housing instability,0.705,28
ADV-0008,mid,Care / health,Criminal record,0.682,51
ADV-0008,mid,Care / health,Confidence,0.67,16
ADV-0008,mid,Care / health,Caring responsibilities,0.602,33
ADV-0008,mid,Driving,Transport cost,0.609,26
ADV-0008,mid,Driving,Childcare cost,0.697,15
ADV-0008,mid,Driving,Mental health,0.695,15
ADV-0008,mid,Driving,Physical health,0.687,30
ADV-0008,mid,Driving,Digital skills,0.709,19
ADV-0008,mid,Driving,English language,0.63,28
ADV-0008,mid,Driving,Housing instability,0.735,40
ADV-0008,mid,Driving,Criminal record,0.647,29
ADV-0008,mid,Driving,Confidence,0.668,31
ADV-0008,mid,Driving,Caring responsibilities,0.731,19
ADV-0008,mid,Cleaning / facilities,Transport cost,0.664,40
ADV-0008,mid,Cleaning / facilities,Childcare cost,0.687,32
ADV-0008,mid,Cleaning / facilities,Mental health,0.699,38
ADV-0008,mid,Cleaning / facilities,Physical health,0.635,34
ADV-0008,mid,Cleaning / facilities,Digital skills,0.642,21
ADV-0008,mid,Cleaning / facilities,English language,0.729,44
ADV-0008,mid,Cleaning / facilities,Housing instability,0.697,24
ADV-0008,mid,Cleaning / facilities,Criminal record,0.609,25
ADV-0008,mid,Cleaning / facilities,Confidence,0.684,35
ADV-0008,mid,Cleaning / facilities,Caring responsibilities,0.671,22
ADV-0008,mid,Admin / office,Transport cost,0.663,11
ADV-0008,mid,Admin / office,Childcare cost,0.67,12
ADV-0008,mid,Admin / office,Mental health,0.729,30
ADV-0008,mid,Admin / office,Physical health,0.702,17
